solution_id,configuration_id,scenario_id,aidres_sector_id,horizon,electricity_[mwh/t],electricity_[gj/t],alternative_fuel_mixture_[gj/t],biomass_[gj/t],biomass_waste_[gj/t],coal_[gj/t],coke_[gj/t],crude_oil_[gj/t],hydrogen_[gj/t],methanol_[gj/t],ammonia_[gj/t],naphtha_[gj/t],natural_gas_[gj/t],plastic_mix_[gj/t],alternative_fuel_mixture_[t/t],biomass_[t/t],biomass_waste_[t/t],coal_[t/t],coke_[t/t],crude_oil_[t/t],hydrogen_[t/t],methanol_[t/t],ammonia_[t/t],naphtha_[t/t],natural_gas_[t/t],plastic_mix_[t/t],totex_[eur/t],opex_var_[eur/t],co2_allowance_[eur/t],opex_cst_[eur/t],opex_[eur/t],capex_[eur/t],direct_emission_[tco2/t],total_emission_[tco2/t],direct_emission_reduction_[%],total_emission_reduction_[%],captured_co2_[tco2/t]
829,117,1,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
830,117,2,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
831,117,3,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
832,117,4,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
833,117,5,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
834,117,6,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
835,117,7,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
836,117,8,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,68.44197512,38.42883,0,0.01314512,38.44197512,30,0,0,100,100,0
837,118,1,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-41.95802488,38.42883,-110.4,0.01314512,-71.95802488,30,-0.736,-0.736,280,261.5,0.736
838,118,2,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-41.95802488,38.42883,-110.4,0.01314512,-71.95802488,30,-0.736,-0.736,280,261.5,0.736
839,118,3,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-41.95802488,38.42883,-110.4,0.01314512,-71.95802488,30,-0.736,-0.736,280,261.5,0.736
840,118,4,5,2030,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-41.95802488,38.42883,-110.4,0.01314512,-71.95802488,30,-0.736,-0.736,280,261.5,0.736
841,118,5,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-189.1580249,38.42883,-257.6,0.01314512,-219.1580249,30,-0.736,-0.736,280,261.5,0.736
842,118,6,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-189.1580249,38.42883,-257.6,0.01314512,-219.1580249,30,-0.736,-0.736,280,261.5,0.736
843,118,7,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-189.1580249,38.42883,-257.6,0.01314512,-219.1580249,30,-0.736,-0.736,280,261.5,0.736
844,118,8,5,2050,0,0,0,11.66354,0,0,0,0,0,0,0,0,0,0,0,0.67419,0,0,0,0,0,0,0,0,0,0,-189.1580249,38.42883,-257.6,0.01314512,-219.1580249,30,-0.736,-0.736,280,261.5,0.736
845,119,1,5,2030,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,196.1531451,166.14,0,0.01314512,166.1531451,30,0,0,100,100,0
846,119,2,5,2030,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,196.1531451,166.14,0,0.01314512,166.1531451,30,0,0,100,100,0
847,119,3,5,2030,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,306.9131451,276.9,0,0.01314512,276.9131451,30,0,0,100,100,0
848,119,4,5,2030,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,306.9131451,276.9,0,0.01314512,276.9131451,30,0,0,100,100,0
849,119,5,5,2050,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,113.0831451,83.07,0,0.01314512,83.08314512,30,0,0,100,100,0
850,119,6,5,2050,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,113.0831451,83.07,0,0.01314512,83.08314512,30,0,0,100,100,0
851,119,7,5,2050,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,168.4631451,138.45,0,0.01314512,138.4631451,30,0,0,100,100,0
852,119,8,5,2050,0,0,0,0,0,0,0,0,6.63854,0,0,0,0,0,0,0,0,0,0,0,0.05538,0,0,0,0,0,168.4631451,138.45,0,0.01314512,138.4631451,30,0,0,100,100,0
853,120,1,5,2030,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0.308958914,100,32.2,0
854,120,2,5,2030,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0.308958914,100,32.2,0
855,120,3,5,2030,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0.308958914,100,32.2,0
856,120,4,5,2030,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0.308958914,100,32.2,0
857,120,5,5,2050,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0,100,100,0
858,120,6,5,2050,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0,100,100,0
859,120,7,5,2050,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0,100,100,0
860,120,8,5,2050,2.57466,9.26876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.853498,182.8006907,0,0.05280736,182.853498,67,0,0,100,100,0
861,121,1,5,2030,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,159.5366451,129.5235,0,0.01314512,129.5366451,30,0,0.5785383,100,-27,0
862,121,2,5,2030,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,159.5366451,129.5235,0,0.01314512,129.5366451,30,0,0.5785383,100,-27,0
863,121,3,5,2030,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,159.5366451,129.5235,0,0.01314512,129.5366451,30,0,0.5785383,100,-27,0
864,121,4,5,2030,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,159.5366451,129.5235,0,0.01314512,129.5366451,30,0,0.5785383,100,-27,0
865,121,5,5,2050,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,260.2771451,230.264,0,0.01314512,230.2771451,30,0,0.5612685,100,-23.2,0
866,121,6,5,2050,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,260.2771451,230.264,0,0.01314512,230.2771451,30,0,0.5612685,100,-23.2,0
867,121,7,5,2050,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,260.2771451,230.264,0,0.01314512,230.2771451,30,0,0.5612685,100,-23.2,0
868,121,8,5,2050,0,0,0,0,0,0,0,0,0,0,5.44007,0,0,0,0,0,0,0,0,0,0,0,0.28783,0,0,0,260.2771451,230.264,0,0.01314512,230.2771451,30,0,0.5612685,100,-23.2,0
869,122,0,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,84.2364715,44.08012638,10.1432,0.01314512,54.2364715,30,0.409,0.455609314,0,0,0
870,123,1,5,2030,0,0,0,0.92876769,0,0,0,0,0.798815518,0,0,0,5.203221181,0,0,0.05368575,0,0,0,0,0.006663875,0,0,0,0.106278642,0,132.4954785,59.18522326,43.29681,0.013145251,102.4951785,30.0003,0.2886454,0.325935182,29.4,28.5,0.03857505
871,123,2,5,2030,0,0,0,0.92876769,0,0,0,0,0.798815518,0,0,0,5.203221181,0,0,0.05368575,0,0,0,0,0.006663875,0,0,0,0.106278642,0,168.6289878,95.31873259,43.29681,0.013145251,138.6286878,30.0003,0.2886454,0.325935182,29.4,28.5,0.03857505
872,123,3,5,2030,0,0,0,0.92876769,0,0,0,0,0.798815518,0,0,0,5.203221181,0,0,0.05368575,0,0,0,0,0.006663875,0,0,0,0.106278642,0,145.8232293,72.51297406,43.29681,0.013145251,115.8229293,30.0003,0.2886454,0.325935182,29.4,28.5,0.03857505
873,123,4,5,2030,0,0,0,0.92876769,0,0,0,0,0.798815518,0,0,0,5.203221181,0,0,0.05368575,0,0,0,0,0.006663875,0,0,0,0.106278642,0,181.9567386,108.6464834,43.29681,0.013145251,151.9564386,30.0003,0.2886454,0.325935182,29.4,28.5,0.03857505
874,125,5,5,2050,0,0,0,3.0325204,0,0,0,0,2.608547908,0,0,0,2.257146357,0,0,0.1752894,0,0,0,0,0.021761017,0,0,0,0.04610345,0,100.1898017,64.57751763,5.599139,0.01314512,70.18980175,30,0.01599754,0.032173769,96.1,92.9,0.12595
875,125,6,5,2050,0,0,0,3.0325204,0,0,0,0,2.608547908,0,0,0,2.257146357,0,0,0.1752894,0,0,0,0,0.021761017,0,0,0,0.04610345,0,109.5945858,73.98230164,5.599139,0.01314512,79.59458576,30,0.01599754,0.032173769,96.1,92.9,0.12595
876,125,7,5,2050,0,0,0,3.0325204,0,0,0,0,2.608547908,0,0,0,2.257146357,0,0,0.1752894,0,0,0,0,0.021761017,0,0,0,0.04610345,0,121.9508189,86.33853483,5.599139,0.01314512,91.95081895,30,0.01599754,0.032173769,96.1,92.9,0.12595
877,125,8,5,2050,0,0,0,3.0325204,0,0,0,0,2.608547908,0,0,0,2.257146357,0,0,0.1752894,0,0,0,0,0.021761017,0,0,0,0.04610345,0,131.355603,95.74331884,5.599139,0.01314512,101.355603,30,0.01599754,0.032173769,96.1,92.9,0.12595
878,126,0,5,2018,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,167.0752058,129.4624058,4.6128,0,134.0752058,33,0.186,0.345423371,0,0,0
879,126,1,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,180.4934429,119.5934429,27.9,0,147.4934429,33,0.186,0.320106876,0,7.3,0
880,126,2,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,283.8495672,222.9495672,27.9,0,250.8495672,33,0.186,0.320106876,0,7.3,0
881,126,3,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,180.4934429,119.5934429,27.9,0,147.4934429,33,0.186,0.320106876,0,7.3,0
882,126,4,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,283.8495672,222.9495672,27.9,0,250.8495672,33,0.186,0.320106876,0,7.3,0
883,126,5,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,259.0358926,160.9358926,65.1,0,226.0358926,33,0.186,0.29266352,0,15.3,0
884,126,6,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,321.0495672,222.9495672,65.1,0,288.0495672,33,0.186,0.29266352,0,15.3,0
885,126,7,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,259.0358926,160.9358926,65.1,0,226.0358926,33,0.186,0.29266352,0,15.3,0
886,126,8,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,321.0495672,222.9495672,65.1,0,288.0495672,33,0.186,0.29266352,0,15.3,0
887,127,1,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,199.1762106,120.8762106,12.3,0,133.1762106,66,0.082,0.218371872,55.9,36.8,0.103
888,127,2,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,302.3850432,224.0850432,12.3,0,236.3850432,66,0.082,0.218371872,55.9,36.8,0.103
889,127,3,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,199.1762106,120.8762106,12.3,0,133.1762106,66,0.082,0.218371872,55.9,36.8,0.103
890,127,4,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,302.3850432,224.0850432,12.3,0,236.3850432,66,0.082,0.218371872,55.9,36.8,0.103
891,127,5,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,256.8597436,162.1597436,28.7,0,190.8597436,66,0.082,0.188511515,55.9,45.4,0.103
892,127,6,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,318.7850432,224.0850432,28.7,0,252.7850432,66,0.082,0.188511515,55.9,45.4,0.103
893,127,7,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,256.8597436,162.1597436,28.7,0,190.8597436,66,0.082,0.188511515,55.9,45.4,0.103
894,127,8,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,318.7850432,224.0850432,28.7,0,252.7850432,66,0.082,0.188511515,55.9,45.4,0.103
895,128,1,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,169.9934429,119.5934429,17.4,0,136.9934429,33,0.116,0.250106876,37.6,27.6,0.07
896,128,2,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,273.3495672,222.9495672,17.4,0,240.3495672,33,0.116,0.250106876,37.6,27.6,0.07
897,128,3,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,169.9934429,119.5934429,17.4,0,136.9934429,33,0.116,0.250106876,37.6,27.6,0.07
898,128,4,5,2030,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,273.3495672,222.9495672,17.4,0,240.3495672,33,0.116,0.250106876,37.6,27.6,0.07
899,128,5,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,234.5358926,160.9358926,40.6,0,201.5358926,33,0.116,0.22266352,37.6,35.5,0.07
900,128,6,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,296.5495672,222.9495672,40.6,0,263.5495672,33,0.116,0.22266352,37.6,35.5,0.07
901,128,7,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,234.5358926,160.9358926,40.6,0,201.5358926,33,0.116,0.22266352,37.6,35.5,0.07
902,128,8,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,296.5495672,222.9495672,40.6,0,263.5495672,33,0.116,0.22266352,37.6,35.5,0.07
903,129,1,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,188.5262106,120.8762106,1.65,0,122.5262106,66,0.011,0.147371872,94.1,57.3,0.173
904,129,2,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,291.7350432,224.0850432,1.65,0,225.7350432,66,0.011,0.147371872,94.1,57.3,0.173
905,129,3,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,188.5262106,120.8762106,1.65,0,122.5262106,66,0.011,0.147371872,94.1,57.3,0.173
906,129,4,5,2030,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,291.7350432,224.0850432,1.65,0,225.7350432,66,0.011,0.147371872,94.1,57.3,0.173
907,129,5,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,232.0097436,162.1597436,3.85,0,166.0097436,66,0.011,0.117511515,94.1,66,0.173
908,129,6,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,293.9350432,224.0850432,3.85,0,227.9350432,66,0.011,0.117511515,94.1,66,0.173
909,129,7,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,232.0097436,162.1597436,3.85,0,166.0097436,66,0.011,0.117511515,94.1,66,0.173
910,129,8,5,2050,0.24884,0.89581,0,0,0,0,0,0,0,0,0,0,14.86206,0,0,0,0,0,0,0,0,0,0,0,0.30356,0,293.9350432,224.0850432,3.85,0,227.9350432,66,0.011,0.117511515,94.1,66,0.173
911,130,1,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0.057875046,100,83.2,0
912,130,2,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0.057875046,100,83.2,0
913,130,3,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0.057875046,100,83.2,0
914,130,4,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0.057875046,100,83.2,0
915,130,5,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0,100,100,0
916,130,6,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0,100,100,0
917,130,7,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0,100,100,0
918,130,8,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,139.2506365,110.0059957,0,18.2446408,128.2506365,11,0,0,100,100,0
919,131,1,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-78.39936347,110.0059957,-217.65,18.2446408,-89.39936347,11,-1.451,-1.393124954,880.1,503.3,1.451
920,131,2,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-78.39936347,110.0059957,-217.65,18.2446408,-89.39936347,11,-1.451,-1.393124954,880.1,503.3,1.451
921,131,3,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-78.39936347,110.0059957,-217.65,18.2446408,-89.39936347,11,-1.451,-1.393124954,880.1,503.3,1.451
922,131,4,5,2030,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-78.39936347,110.0059957,-217.65,18.2446408,-89.39936347,11,-1.451,-1.393124954,880.1,503.3,1.451
923,131,5,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-368.5993635,110.0059957,-507.85,18.2446408,-379.5993635,11,-1.451,-1.451,880.1,520.1,1.451
924,131,6,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-368.5993635,110.0059957,-507.85,18.2446408,-379.5993635,11,-1.451,-1.451,880.1,520.1,1.451
925,131,7,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-368.5993635,110.0059957,-507.85,18.2446408,-379.5993635,11,-1.451,-1.451,880.1,520.1,1.451
926,131,8,5,2050,0.48229,1.73625,0,22.99473,0,0,0,0,0,0,0,0,0,0,0,1.32918,0,0,0,0,0,0,0,0,0,0,-368.5993635,110.0059957,-507.85,18.2446408,-379.5993635,11,-1.451,-1.451,880.1,520.1,1.451
927,132,1,5,2030,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,396.1853334,366.9406926,0,18.2446408,385.1853334,11,0,0.06659272,100,80.7,0
928,132,2,5,2030,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,396.1853334,366.9406926,0,18.2446408,385.1853334,11,0,0.06659272,100,80.7,0
929,132,3,5,2030,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,614.5453334,585.3006926,0,18.2446408,603.5453334,11,0,0.06659272,100,80.7,0
930,132,4,5,2030,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,614.5453334,585.3006926,0,18.2446408,603.5453334,11,0,0.06659272,100,80.7,0
931,132,5,5,2050,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,232.4153334,203.1706926,0,18.2446408,221.4153334,11,0,0,100,100,0
932,132,6,5,2050,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,232.4153334,203.1706926,0,18.2446408,221.4153334,11,0,0,100,100,0
933,132,7,5,2050,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,341.5953334,312.3506926,0,18.2446408,330.5953334,11,0,0,100,100,0
934,132,8,5,2050,0.55494,1.99778,0,0,0,0,0,0,13.08792,0,0,0,0,0,0,0,0,0,0,0,0.10918,0,0,0,0,0,341.5953334,312.3506926,0,18.2446408,330.5953334,11,0,0,100,100,0
935,133,1,5,2030,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0.721644577,100,-108.9,0
936,133,2,5,2030,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0.721644577,100,-108.9,0
937,133,3,5,2030,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0.721644577,100,-108.9,0
938,133,4,5,2030,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0.721644577,100,-108.9,0
939,133,5,5,2050,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0,100,100,0
940,133,6,5,2050,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0,100,100,0
941,133,7,5,2050,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0,100,100,0
942,133,8,5,2050,6.01371,21.64932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.2958767,426.9730416,0,18.32283512,445.2958767,83,0,0,100,100,0
